year,age,males,females
1990,0,32665127,31187314
1990,10,24310838,23392352
1990,20,16830891,16346528
1990,30,12359325,12008725
1990,40,8593184,8444277
1990,50,5278267,5421904
1990,60,2996987,3261539
1990,70,1242757,1380946
1990,80,192261,226365
2020,0,123105583,111756051
2020,10,132973482,119228035
2020,20,126905150,112996923
2020,30,112868806,102767470
2020,40,87387848,82272326
2020,50,65352935,62779295
2020,60,43862801,43288010
2020,70,18690907,20484491
2020,80,5953457,7330814
